,rid,用户名称,话题名称,微博内容,发布时间,微博转发量,微博评论量,微博点赞,评论内容,评论时间,话题讨论数,话题阅读数,Unnamed: 12,正面,负面,置信度,立场,情感倾向
1308,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,我建议再加一条，自杀有罪。直接跟保守宗教合流,2022-07-19,1773讨论,326.8万阅读,,0.170475,0.829525,0.621166,0,消极
1309,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,这不明显否认了女人对自己身体内部组织器官等的去留的自主决定权么？,2022-07-19,1773讨论,326.8万阅读,,0.0276834,0.972317,0.938482,0,消极
1310,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,"胎儿先别寄生在女人身上啊', '那么这不就否认了人对自己内部组织的去留决定权么",2022-07-19,1773讨论,326.8万阅读,,0.00226307,0.997737,0.994971,0,消极
1311,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,世界末日到了？,2022-07-19,1773讨论,326.8万阅读,,0.476598,0.523402,0.531966,1,消极
1312,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,那要不就不做了吧，或者自己愉悦自己,2022-07-19,1773讨论,326.8万阅读,,0.0623756,0.937624,0.861388,0,消极
1313,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,可别逗了，你那里的魔幻事儿比人家只多不少。,2022-07-19,1773讨论,326.8万阅读,,0.0258336,0.974166,0.942592,0,消极
1314,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,也就是说，在美国爱达荷州，只要怀孕了，这位女性就没有对自己身体做主的人权了。,2022-07-19,1773讨论,326.8万阅读,,0.0487452,0.951255,0.891677,0,消极
1315,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,我们这里很好很正常，美国人民癫狂就够了，谢谢,2022-07-19,1773讨论,326.8万阅读,,0.996607,0.00339254,0.992461,2,"('积极',)"
1316,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,代表反正也是人民选上去的，再选下来就是了。,2022-07-19,1773讨论,326.8万阅读,,0.436206,0.563794,0.0306539,0,消极
1317,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,美国不是一个民主自由的国家吗，继续，加油,2022-07-19,1773讨论,326.8万阅读,,0.684084,0.315916,0.297964,2,"('积极',)"
1318,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,美国人,2022-07-19,1773讨论,326.8万阅读,,0.976771,0.0232292,0.94838,2,"('积极',)"
1319,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,结扎万岁,2022-07-19,1773讨论,326.8万阅读,,0.99307,0.00693033,0.984599,2,"('积极',)"
1320,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,现代奴隶制吗？真魔幻,2022-07-19,1773讨论,326.8万阅读,,0.122333,0.877667,0.728149,0,消极
1321,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,还是有漏洞的，真的想堕可以出国堕比如可以去加拿大。。。,2022-07-19,1773讨论,326.8万阅读,,0.0581101,0.94189,0.870866,0,消极
1322,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,人造子宫什么时候能行啊,2022-07-19,1773讨论,326.8万阅读,,0.192349,0.807651,0.572557,0,消极
1323,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,杀母留子,2022-07-19,1773讨论,326.8万阅读,,0.407235,0.592765,0.095034,0,消极
1324,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,什么大家，是美国反动派,2022-07-19,1773讨论,326.8万阅读,,0.0730856,0.926914,0.837588,0,消极
1325,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,"真的感觉全世界都疯了', '来颗小行星撞地球吧",2022-07-19,1773讨论,326.8万阅读,,0.053626,0.946374,0.880831,0,消极
1326,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,支持美国出台适合自己国情的法律法规,2022-07-19,1773讨论,326.8万阅读,,0.978786,0.0212137,0.952858,2,"('积极',)"
1327,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,真是搞笑！,2022-07-19,1773讨论,326.8万阅读,,0.00258334,0.997417,0.994259,0,消极
1328,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,建议英勇的美国人民用枪捍卫自己的权利,2022-07-19,1773讨论,326.8万阅读,,0.0584781,0.941522,0.870049,0,消极
1329,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,要不然，从精子开始就算是生命吧！禁止打手枪排泄,2022-07-19,1773讨论,326.8万阅读,,0.0817824,0.918218,0.818261,0,消极
1330,11,Vista看天下,#美国爱达荷州拟禁止一切堕胎#,"【#美国爱达荷州拟禁止一切堕胎#：没有任何例外】据美国《新闻周刊》7月18日报道，爱达荷州共和党大会上，代表们批准了对政党纲领的修改，将所有堕胎定为刑事犯罪。即使是在乱伦、强奸，或挽救孕妇生命等情况，都不允许堕胎。

爱达荷州共和党以412票对164票，否绝了当孕妇处于“致命危险”时允许例外（堕胎）的修正案。代表们称，“我们确认从受精那一刻起，堕胎就是谋杀。无论受孕情况如何，所有儿童都应受到保护，包括因强奸和乱伦而受孕的人。”

共和党在爱达荷州占据绝对优势，竞选爱达荷州参议员的共和党候选人斯科特·赫恩表示将在下届立法会议上提出一项法案，对爱达荷州的触发法进行修改，以消除强奸和乱伦允许堕胎的例外情况。斯科特认为这些例外给了母亲们“免费通行证”。他表示，“如果一位母亲真的想杀死自己的孩子，她可以撒谎说自己被强奸了，没有人会被追究责任，这是不公正的。你不会因为父亲的罪行而将无辜的孩子处死，但这是法律允许的。”",2022/7/19,1663,402,9410,原新闻里不是说了这个么……bans abortions after six weeks and which allows private citizens to file legal claims against abortion providers,2022-07-19,1773讨论,326.8万阅读,,0.0103131,0.989687,0.977082,0,消极
