rid,用户名称,话题名称,微博内容,发布时间,微博转发量,微博评论量,微博点赞,评论内容,评论时间,话题讨论数,话题阅读数,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,公知，女权集体噤声。但是又经常提美国做的好的地方。,06月28日 08:21,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,要是国内哪个省或哪个市出台法律禁止堕胎，或者法庭裁决不许堕胎。微博估计要瘫痪了。轮到美国，评论也就两三百，不能再多了。,06月28日 08:19,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,這刻我十分支持美國人民站起來，也支持德州獨立，美國此刻要向世界證明它是世界民主燈塔，不要燈熄塔滅；美國分裂才證明它的自由民主有意義,06月28日 04:52,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,想起以前我们也…计划生育过…..,06月28日 00:52,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,被强奸的也不可以堕胎，真的好可怕!评论里有人说胎儿也有人权，可是最开始知道也许都还是颗黄豆粒呢。而受害者，一个个活生生的人却没有权利堕胎，还要生下来养强奸犯的孩子。人权，呵呵~。自由美利坚，可笑每一天,06月27日 23:25,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,"', '下面内斗，不会自下而上的，民众不联合怎么上去呢",06月27日 23:16,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,生下来岂不是更悲哀 无辜的孩子的命运更悲惨,06月27日 23:12,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,避孕药销量大增，管它正常XX还是被QJ，药先安排上了,06月27日 22:42,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,想多了，强奸犯坐几年牢就出来了,06月27日 22:36,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,你说的有道理！可怕任何法条都只能保护一方的利益！就看制定法律的那群人了！,06月27日 20:21,108讨论,98.8万阅读,
12,观察者网,#美高院推翻堕胎权后9州禁止堕胎#,"#美国已有9个州触发反堕胎法#，12个州或将跟进】#美高院推翻堕胎权后9州禁止堕胎# 禁止堕胎法律已经生效的9个州中，共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

当地时间6月24日，美国最高法院推翻了“罗诉韦德案”的历史性判决；堕胎权被下放到各州。全美有13个州提前埋置了“触发法”（trigger laws），即一旦“罗案”被推翻，将禁止堕胎权。

《纽约时报》当地时间6月25日最新统计显示，现在至少有9个州已经禁止堕胎；未来还将有12个州跟进。

禁止堕胎法律已经生效的9个州中，阿拉巴马州、阿肯色州、肯塔基州、路易斯安那州、 密苏里州、南达科他州共计6个州实施严格反堕胎法，即使是强奸或乱伦导致妊娠也不可堕胎。

另外3个州中，俄克拉荷马州允许强奸或乱伦导致妊娠的女性堕胎；犹他州同样排除了强奸、乱伦和挽救女性生命的情况，且“计划生育”（Planned Parenthood）和美国公民自由联盟（ACLU）两个非盈利组织已经在该州提起诉讼，试图阻止禁令；威斯康辛州在“罗案”之前就存在一项法律，禁止几乎所有堕胎，并将堕胎定为重罪，虽然该州民主党州长和司法部长表示他们不会执行禁令。

这9个州一共有720万育龄女性。如同拜登在“罗案”被推翻后的演讲中所说，疲于生计的女性受到的影响更大。在禁止堕胎的州内，具有一定能力的女性，可以旅行至法律允许的州进行堕胎，但一些女性不具备相关条件。

此外，密西西比、北达科他、田纳西等12个州预计在近期出台堕胎禁令，涉及到近2000万育龄女性。

1973年，美国最高法院对“罗诉韦德案”作出历史性判决，首次承认女性堕胎权受宪法保护。当年最高法大法官的判词明确指出“女性孕期的最初三个月，女性有充分的自由决定是否堕胎”。

据Vox6月25日介绍，由于预计“罗诉韦德案”会被逆转，美国共有13个倾向共和党的州早已提前制定了“触发法”。这些法律规定了反堕胎政策，但这些政策因为“罗案”判决的存在是违宪的，只要“罗案”判决被推翻就会触发。

与之相反，阿拉斯加、科罗拉多、伊利诺伊、缅因等州依然通过州法律或州法院明令保护女性堕胎权。

美国联邦最高法院的大法官是终生制。美国前总统特朗普任内，一共提名了3名保守派大法官，让最高法迅速“右转”。除了堕胎权，在LGBT群体、控枪等重大社会议题上，美国联邦最高法院预计会给出更多保守向解释。  ",2022/6/26,90,241,1138,美国的极端女权会放过这种好机会？,06月27日 20:14,108讨论,98.8万阅读,
